"Journal Name ","Edition","ISSN","Price Group","Volume From","Volume To","Issues Per Volume","Currency","2010 Rate"
"Annals of the Association of American Geographers AND The Professional Geographe","RAAGPI","9999-8306","Institutional",3,3,9,"USD","1,124.00"
"Annals of the Association of American Geographers AND The Professional Geographe","RAAGPI","9999-8306","Institutional",3,3,9,"USD","1,124.00"
"Annals of the Association of American Geographers AND The Professional Geographe","RAAGPHI","9999-5608","Institutional",3,3,9,"USD - ROW","1,800.00"
"Annals of the Association of American Geographers AND The Professional Geographe","RAAGPI","9999-8306","Institutional",3,3,9,"USD - ROW","1,710.00"
"Anthropological Forum","CANFHI","0066-4677","Institutional",20,20,3,"AUD",432
"Anthropological Forum","CANFHI","0066-4677","Institutional",20,20,3,"EUR",406
"Anthropological Forum","CANFHI","0066-4677","Institutional",20,20,3,"GBP - UK",305
"Anthropological Forum","CANFHI","0066-4677","Institutional",20,20,3,"USD",509
"Anthropological Forum","CANFI","1469-2902","Institutional",20,20,3,"AUD",410
"Anthropological Forum","CANFI","1469-2902","Institutional",20,20,3,"EUR",386
"Anthropological Forum","CANFI","1469-2902","Institutional",20,20,3,"GBP - UK",290
"Anthropological Forum","CANFI","1469-2902","Institutional",20,20,3,"USD",484
"Anthropology & Medicine","CANMHI","1364-8470","Institutional",17,17,3,"EUR",462
"Anthropology & Medicine","CANMHI","1364-8470","Institutional",17,17,3,"GBP - UK",346
"Anthropology & Medicine","CANMHI","1364-8470","Institutional",17,17,3,"USD",580
"Anthropology & Medicine","CANMI","1469-2910","Institutional",17,17,3,"EUR",439
"Anthropology & Medicine","CANMI","1469-2910","Institutional",17,17,3,"GBP - UK",329
"Anthropology & Medicine","CANMI","1469-2910","Institutional",17,17,3,"USD",551
"Anxiety, Stress & Coping","GASCHI","1061-5806","Institutional",23,23,5,"EUR",942
"Anxiety, Stress & Coping","GASCHI","1061-5806","Institutional",23,23,5,"GBP - UK",874
"Anxiety, Stress & Coping","GASCHI","1061-5806","Institutional",23,23,5,"USD","1,178.00"
"Anxiety, Stress & Coping","GASCI","1477-2205","Institutional",23,23,5,"EUR",895
"Anxiety, Stress & Coping","GASCI","1477-2205","Institutional",23,23,5,"GBP - UK",830
"Anxiety, Stress & Coping","GASCI","1477-2205","Institutional",23,23,5,"USD","1,119.00"
"Aphasiology","PAPHHI","0268-7038","Institutional",24,24,12,"EUR","1,874.00"
"Aphasiology","PAPHHI","0268-7038","Institutional",24,24,12,"GBP - UK","1,419.00"
"Aphasiology","PAPHHI","0268-7038","Institutional",24,24,12,"USD","2,354.00"
"Aphasiology","PAPHI","1464-5041","Institutional",24,24,12,"EUR","1,780.00"
"Aphasiology","PAPHI","1464-5041","Institutional",24,24,12,"GBP - UK","1,349.00"
"Aphasiology","PAPHI","1464-5041","Institutional",24,24,12,"USD","2,236.00"
"Applicable Analysis: An International Journal","GAPAHI","0003-6811","Institutional",89,89,12,"EUR","5,750.00"
"Applicable Analysis: An International Journal","GAPAHI","0003-6811","Institutional",89,89,12,"GBP - UK","4,355.00"
"Applicable Analysis: An International Journal","GAPAHI","0003-6811","Institutional",89,89,12,"USD","7,220.00"
"Applicable Analysis: An International Journal","GAPAI","1563-504X","Institutional",89,89,12,"EUR","5,463.00"
"Applicable Analysis: An International Journal","GAPAI","1563-504X","Institutional",89,89,12,"GBP - UK","4,138.00"
"Applicable Analysis: An International Journal","GAPAI","1563-504X","Institutional",89,89,12,"USD","6,859.00"
"Applied Artificial Intelligence","UAAIHI","0883-9514","Institutional",24,24,10,"EUR","1,206.00"
"Applied Artificial Intelligence","UAAIHI","0883-9514","Institutional",24,24,10,"GBP - UK",913
"Applied Artificial Intelligence","UAAIHI","0883-9514","Institutional",24,24,10,"USD","1,514.00"
"Applied Artificial Intelligence","UAAII","1087-6545","Institutional",24,24,10,"EUR","1,146.00"
"Applied Artificial Intelligence","UAAII","1087-6545","Institutional",24,24,10,"GBP - UK",867
"Applied Artificial Intelligence","UAAII","1087-6545","Institutional",24,24,10,"USD","1,439.00"
"Applied Bionics and Biomechanics ","TBOBHI","1176-2322","Institutional",7,7,4,"EUR",611
"Applied Bionics and Biomechanics ","TBOBHI","1176-2322","Institutional",7,7,4,"GBP - UK",403
"Applied Bionics and Biomechanics ","TBOBHI","1176-2322","Institutional",7,7,4,"USD",767
"Applied Bionics and Biomechanics ","TBOBI","1754-2103","Institutional",7,7,4,"EUR",581
"Applied Bionics and Biomechanics ","TBOBI","1754-2103","Institutional",7,7,4,"GBP - UK",383
"Applied Bionics and Biomechanics ","TBOBI","1754-2103","Institutional",7,7,4,"USD",729
"Applied Developmental Science","HADSHI","1088-8691","Institutional",14,14,4,"EUR",413
"Applied Developmental Science","HADSHI","1088-8691","Institutional",14,14,4,"GBP - UK",311
"Applied Developmental Science","HADSHI","1088-8691","Institutional",14,14,4,"USD",516
"Applied Developmental Science","HADSI","1532-480X","Institutional",14,14,4,"EUR",392
"Applied Developmental Science","HADSI","1532-480X","Institutional",14,14,4,"GBP - UK",295
"Applied Developmental Science","HADSI","1532-480X","Institutional",14,14,4,"USD",491
"Applied Economics and Applied Financial Economics","RAEPPI","9999-7004","Institutional",42,42,48,"EUR","6,769.00"
"Applied Economics and Applied Financial Economics","RAEPPHI","9999-7004","Institutional",42,42,48,"EUR","7,125.00"
"Applied Economics and Applied Financial Economics","RAEPPI","9999-7004","Institutional",42,42,48,"GBP - UK","5,125.00"
"Applied Economics and Applied Financial Economics","RAEPPHI","9999-7004","Institutional",42,42,48,"GBP - UK","5,395.00"
"Applied Economics and Applied Financial Economics","RAEPPI","9999-7004","Institutional",42,42,48,"USD","8,462.00"
"Applied Economics and Applied Financial Economics","RAEPPHI","9999-7004","Institutional",42,42,48,"USD","8,907.00"
"Applied Economics Full Set","RAEFPI","9999-7003","Institutional",42,42,66,"EUR","7,218.00"
"Applied Economics Full Set","RAEFPHI","9999-7003","Institutional",42,42,66,"EUR","7,598.00"
"Applied Economics Full Set","RAEFPI","9999-7003","Institutional",42,42,66,"GBP - UK","5,467.00"
"Applied Economics Full Set","RAEFPHI","9999-7003","Institutional",42,42,66,"GBP - UK","5,755.00"
"Applied Economics Full Set","RAEFPI","9999-7003","Institutional",42,42,66,"USD","9,023.00"
"Applied Economics Full Set","RAEFPHI","9999-7003","Institutional",42,42,66,"USD","9,498.00"
"Applied Economics Letters","RAELHI","1350-4851","Institutional",17,17,18,"EUR","1,254.00"
"Applied Economics Letters","RAELHI","1350-4851","Institutional",17,17,18,"GBP - UK",967
"Applied Economics Letters","RAELHI","1350-4851","Institutional",17,17,18,"USD","1,569.00"
"Applied Economics Letters","RAELI","1466-4291","Institutional",17,17,18,"EUR","1,192.00"
"Applied Economics Letters","RAELI","1466-4291","Institutional",17,17,18,"GBP - UK",918
"Applied Economics Letters","RAELI","1466-4291","Institutional",17,17,18,"USD","1,490.00"
"Applied Environmental Education & Communication","UEECHI","1533-015X","Institutional",9,9,4,"EUR",245
"Applied Environmental Education & Communication","UEECHI","1533-015X","Institutional",9,9,4,"GBP - UK",185
"Applied Environmental Education & Communication","UEECHI","1533-015X","Institutional",9,9,4,"USD",308
"Applied Environmental Education & Communication","UEECI","1533-0389","Institutional",9,9,4,"EUR",233
"Applied Environmental Education & Communication","UEECI","1533-0389","Institutional",9,9,4,"GBP - UK",176
"Applied Environmental Education & Communication","UEECI","1533-0389","Institutional",9,9,4,"USD",293
"Applied Financial Economics","RAFEHI","0960-3107","Institutional",20,20,24,"EUR","3,190.00"
"Applied Financial Economics","RAFEHI","0960-3107","Institutional",20,20,24,"GBP - UK","2,430.00"
"Applied Financial Economics","RAFEHI","0960-3107","Institutional",20,20,24,"USD","3,987.00"
"Applied Financial Economics","RAFEI","1466-4305","Institutional",20,20,24,"EUR","3,030.00"
"Applied Financial Economics","RAFEI","1466-4305","Institutional",20,20,24,"GBP - UK","2,309.00"
"Applied Financial Economics","RAFEI","1466-4305","Institutional",20,20,24,"USD","3,787.00"
"Applied Mathematical Finance","RAMFHI","1350-486X","Institutional",17,17,6,"EUR","1,424.00"
"Applied Mathematical Finance","RAMFHI","1350-486X","Institutional",17,17,6,"GBP - UK","1,070.00"
"Applied Mathematical Finance","RAMFHI","1350-486X","Institutional",17,17,6,"USD","1,788.00"
"Applied Mathematical Finance","RAMFI","1466-4313","Institutional",17,17,6,"EUR","1,353.00"
"Applied Mathematical Finance","RAMFI","1466-4313","Institutional",17,17,6,"GBP - UK","1,016.00"
"Applied Mathematical Finance","RAMFI","1466-4313","Institutional",17,17,6,"USD","1,699.00"
"Applied Measurement in Education","HAMEHI","0895-7347","Institutional",23,23,4,"EUR",515
"Applied Measurement in Education","HAMEHI","0895-7347","Institutional",23,23,4,"GBP - UK",386
"Applied Measurement in Education","HAMEHI","0895-7347","Institutional",23,23,4,"USD",648
"Applied Measurement in Education","HAMEI","1532-4818","Institutional",23,23,4,"EUR",490
"Applied Measurement in Education","HAMEI","1532-4818","Institutional",23,23,4,"GBP - UK",366
"Applied Measurement in Education","HAMEI","1532-4818","Institutional",23,23,4,"USD",616
"Applied Neuropsychology","HAPNHI","0908-4282","Institutional",17,17,4,"EUR",511
"Applied Neuropsychology","HAPNHI","0908-4282","Institutional",17,17,4,"GBP - UK",383
"Applied Neuropsychology","HAPNHI","0908-4282","Institutional",17,17,4,"USD",642
"Applied Neuropsychology","HAPNI","1532-4826","Institutional",17,17,4,"EUR",485
"Applied Neuropsychology","HAPNI","1532-4826","Institutional",17,17,4,"GBP - UK",364
"Applied Neuropsychology","HAPNI","1532-4826","Institutional",17,17,4,"USD",610
"Applied Spectroscopy Reviews","LAPSHI","0570-4928","Institutional",45,45,6,"EUR","1,733.00"
"Applied Spectroscopy Reviews","LAPSHI","0570-4928","Institutional",45,45,6,"GBP - UK","1,312.00"
"Applied Spectroscopy Reviews","LAPSHI","0570-4928","Institutional",45,45,6,"USD","2,176.00"
"Applied Spectroscopy Reviews","LAPSI","1520-569X","Institutional",45,45,6,"EUR","1,646.00"
"Applied Spectroscopy Reviews","LAPSI","1520-569X","Institutional",45,45,6,"GBP - UK","1,247.00"
"Applied Spectroscopy Reviews","LAPSI","1520-569X","Institutional",45,45,6,"USD","2,067.00"
"Aquaculture Economics & Management","UAQMHI","1365-7305","Institutional",14,14,4,"EUR",382
"Aquaculture Economics & Management","UAQMHI","1365-7305","Institutional",14,14,4,"GBP - UK",290
"Aquaculture Economics & Management","UAQMHI","1365-7305","Institutional",14,14,4,"USD",479
"Aquaculture Economics & Management","UAQMI","1551-8663","Institutional",14,14,4,"EUR",363
"Aquaculture Economics & Management","UAQMI","1551-8663","Institutional",14,14,4,"GBP - UK",275
"Aquaculture Economics & Management","UAQMI","1551-8663","Institutional",14,14,4,"USD",455
"Aquatic Ecosystem Health & Management","UAEMHI","1463-4988","Institutional",13,13,4,"EUR",429
"Aquatic Ecosystem Health & Management","UAEMHI","1463-4988","Institutional",13,13,4,"GBP - UK",324
"Aquatic Ecosystem Health & Management","UAEMHI","1463-4988","Institutional",13,13,4,"USD",539
"Aquatic Ecosystem Health & Management","UAEMI","1539-4077","Institutional",13,13,4,"EUR",408
"Aquatic Ecosystem Health & Management","UAEMI","1539-4077","Institutional",13,13,4,"GBP - UK",308
"Aquatic Ecosystem Health & Management","UAEMI","1539-4077","Institutional",13,13,4,"USD",512
"Aquatic Insects","NAQIHI","0165-0424","Institutional",32,32,4,"EUR",619
"Aquatic Insects","NAQIHI","0165-0424","Institutional",32,32,4,"GBP - UK",432
"Aquatic Insects","NAQIHI","0165-0424","Institutional",32,32,4,"USD",777
"Aquatic Insects","NAQII","1744-4152","Institutional",32,32,4,"EUR",588
"Aquatic Insects","NAQII","1744-4152","Institutional",32,32,4,"GBP - UK",410
"Aquatic Insects","NAQII","1744-4152","Institutional",32,32,4,"USD",738
"Architectural Theory Review","RATRHI","1326-4826","Institutional",15,15,3,"AUD",448
"Architectural Theory Review","RATRHI","1326-4826","Institutional",15,15,3,"EUR",371
"Architectural Theory Review","RATRHI","1326-4826","Institutional",15,15,3,"GBP - UK",237
"Architectural Theory Review","RATRHI","1326-4826","Institutional",15,15,3,"USD",463
"Architectural Theory Review","RATRI","1755-0475","Institutional",15,15,3,"AUD",425
"Architectural Theory Review","RATRI","1755-0475","Institutional",15,15,3,"EUR",353
"Architectural Theory Review","RATRI","1755-0475","Institutional",15,15,3,"GBP - UK",226
"Architectural Theory Review","RATRI","1755-0475","Institutional",15,15,3,"USD",441
"Archives of Agronomy and Soil Science","GAGSHI","0365-0340","Institutional",56,56,6,"EUR","1,922.00"
"Archives of Agronomy and Soil Science","GAGSHI","0365-0340","Institutional",56,56,6,"GBP - UK","1,905.00"
"Archives of Agronomy and Soil Science","GAGSHI","0365-0340","Institutional",56,56,6,"USD","2,414.00"
"Archives of Agronomy and Soil Science","GAGSI","1476-3567","Institutional",56,56,6,"EUR","1,826.00"
"Archives of Agronomy and Soil Science","GAGSI","1476-3567","Institutional",56,56,6,"GBP - UK","1,810.00"
"Archives of Agronomy and Soil Science","GAGSI","1476-3567","Institutional",56,56,6,"USD","2,293.00"
"Archives of Animal Nutrition","GAANI","1477-2817","Institutional",64,64,6,"EUR","1,845.00"
"Archives of Animal Nutrition","GAANI","1477-2817","Institutional",64,64,6,"GBP - UK","1,747.00"
"Archives of Animal Nutrition","GAANI","1477-2817","Institutional",64,64,6,"USD","2,318.00"
"Archives of Animal Nutrition","GAANHI","1745-039X","Institutional",64,64,6,"EUR","1,943.00"
"Archives of Animal Nutrition","GAANHI","1745-039X","Institutional",64,64,6,"GBP - UK","1,839.00"
"Archives of Animal Nutrition","GAANHI","1745-039X","Institutional",64,64,6,"USD","2,441.00"
"Archives of Phytopathology & Plant Protection","GAPPHI","0323-5408","Institutional",43,43,18,"EUR","2,925.00"
"Archives of Phytopathology & Plant Protection","GAPPHI","0323-5408","Institutional",43,43,18,"GBP - UK","2,444.00"
"Archives of Phytopathology & Plant Protection","GAPPHI","0323-5408","Institutional",43,43,18,"USD","3,670.00"
"Archives of Phytopathology & Plant Protection","GAPPI","1477-2906","Institutional",43,43,18,"EUR","2,779.00"
"Archives of Phytopathology & Plant Protection","GAPPI","1477-2906","Institutional",43,43,18,"GBP - UK","2,321.00"
"Archives of Phytopathology & Plant Protection","GAPPI","1477-2906","Institutional",43,43,18,"USD","3,486.00"
"Archives of Suicide Research","USUIHI","1381-1118","Institutional",14,14,4,"EUR",274
"Archives of Suicide Research","USUIHI","1381-1118","Institutional",14,14,4,"GBP - UK",207
"Archives of Suicide Research","USUIHI","1381-1118","Institutional",14,14,4,"USD",344
"Archives of Suicide Research","USUII","1543-6136","Institutional",14,14,4,"EUR",261
"Archives of Suicide Research","USUII","1543-6136","Institutional",14,14,4,"GBP - UK",197
"Archives of Suicide Research","USUII","1543-6136","Institutional",14,14,4,"USD",326
"Arfican Renaissance Studies","RARSI","1753-7274","Institutional",5,5,2,"EUR",236
"Arfican Renaissance Studies","RARSI","1753-7274","Institutional",5,5,2,"GBP - UK",151
"Arfican Renaissance Studies","RARSI","1753-7274","Institutional",5,5,2,"USD",296
"Arfican Renaissance Studies","RARSHI","1818-6874","Institutional",5,5,2,"EUR",248
"Arfican Renaissance Studies","RARSHI","1818-6874","Institutional",5,5,2,"GBP - UK",159
"Arfican Renaissance Studies","RARSHI","1818-6874","Institutional",5,5,2,"USD",312
"Argument & Computation","TARCHI","1946-2166","Institutional",1,1,3,"EUR",300
"Argument & Computation","TARCHI","1946-2166","Institutional",1,1,3,"GBP - UK",240
"Argument & Computation","TARCHI","1946-2166","Institutional",1,1,3,"USD",396
"Argument & Computation Online","TARCI","1946-2174","Institutional",1,1,3,"EUR",285
"Argument & Computation Online","TARCI","1946-2174","Institutional",1,1,3,"GBP - UK",230
"Argument & Computation Online","TARCI","1946-2174","Institutional",1,1,3,"USD",377
"Arid Land Research and Management","UASRHI","1532-4982","Institutional",24,24,4,"EUR",481
"Arid Land Research and Management","UASRHI","1532-4982","Institutional",24,24,4,"GBP - UK",364
"Arid Land Research and Management","UASRHI","1532-4982","Institutional",24,24,4,"USD",605
"Arid Land Research and Management","UASRI","1532-4990","Institutional",24,24,4,"EUR",457
"Arid Land Research and Management","UASRI","1532-4990","Institutional",24,24,4,"GBP - UK",346
"Arid Land Research and Management","UASRI","1532-4990","Institutional",24,24,4,"USD",575
"Arts & Health: An International Journal for Research , Policy and Practice","RAHEHI","1753-3015","Institutional",2,2,2,"EUR",207
"Arts & Health: An International Journal for Research , Policy and Practice","RAHEHI","1753-3015","Institutional",2,2,2,"GBP - UK",129
"Arts & Health: An International Journal for Research , Policy and Practice","RAHEHI","1753-3015","Institutional",2,2,2,"USD",259
"Arts & Health: An International Journal for Research , Policy and Practice","RAHEI","1753-3023","Institutional",2,2,2,"EUR",197
