"Journal No.","Conditions of Sale","ISSN","Journal Title","Remarks","Vol.     
Nos","Total no. of Vols","Issues P/A","Rest of World - USD","USA - USD","Canada - USD","Mexico - USD","Subject Area         "
12014,"Oxford","0045-2068","Bioorganic Chemistry",,"38",1,6,"660",,,,"Chemistry and Chemical Engineering"
05142,"Oxford","0301-4622","Biophysical Chemistry",,"146-152",7,21,"4893",,,,"Chemistry and Chemical Engineering"
13437,"Oxford","0006-3495","Biophysical Journal",,"98-99",2,24,"1592","1,505","1,505",,"Life Sciences"
08504,"Oxford","0014-4312","Biophysics, Bioengineering and Medical Instrumentation (Section 27 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"58-59",2,16,"5100",,,,"Life Sciences"
02009,"Oxford","0960-8524","Bioresource Technology",,"101",1,24,"4054",,,,"Engineering, Energy and Technology"
02062,"Oxford","0956-5663","Biosensors and Bioelectronics",,"25",1,12,"2244",,,,"Chemistry and Chemical Engineering"
12610,"Oxford","1537-5110","Biosystems Engineering",,"105-107",3,12,"1286",,,,"Economics, Business and Management"
07533,"Oxford","0734-9750","Biotechnology Advances",,"28",1,6,"1990",,,,"Life Sciences"
12011,"Oxford","1079-9796","Blood Cells, Molecules and Diseases","Publication Expansion","44-45",2,8,"1007",,,,"Life Sciences"
12724,"Oxford","0268-960X","Blood Reviews",,"24",1,6,"584",,,,"Medicine"
04057,"Oxford","1740-1445","Body Image",,"7",1,4,"421",,,,"Social and Behavioral Sciences"
07501,"Orlando, FL","1538-4721","Brachytherapy",,"9",1,4,"532",465,,,"Medicine"
05017,"Oxford","0387-7604","Brain & Development",,"32",1,10,"702",,,,"Neuroscience"
05018,"Oxford","0006-8993","Brain Research
Now incorporating:
 Brain Research Protocols
 Cognitive Brain Research
 Developmental Brain Research
 Molecular Brain Research
 Also available as part of a Brain Research Combined Subscription",,"1307-1366",60,60,"23101",,,,"Neuroscience"
07507,"Oxford","0361-9230","Brain Research Bulletin",,"81-83",3,18,"4821",,,,"Neuroscience"
05020,"Oxford",,"Brain Research Combined Subscription
Comprising:
Brain Research
Brain Research Reviews",,"2010",63,66,"23655",,,,"Neuroscience"
05019,"Oxford","0165-0173","Brain Research Reviews
Also available as part of the Brain Research Combined Subscription",,"62-64",3,6,"1734",,,,"Neuroscience"
07809,"Orlando, FL","1935-861X","Brain Stimulation",,"3",1,4,"739",609,,,"Medicine"
12010,"Oxford","0278-2626","Brain and Cognition
Reduced personal subscriptions are available to members of the American Psychological Association, Association for Psychological Science, The Psychonomic Society, International Neuropsychological Society, Cognitive Neuroscience Society and the Society for Neuroscience. Please contact your nearest regional sales office for details.",,"72-74",3,9,"1297",,,,"Neuroscience"
12015,"Oxford","0093-934X","Brain and Language
Reduced personal subscriptions are available to members of the American Psychological Association, Association for Psychological Science, The Psychonomic Society, International Neuropsychological Society, Cognitive Neuroscience Society and the Society for Neuroscience. Please contact your nearest regional sales office for details.",,"112-115",4,12,"1591",,,,"Neuroscience"
12008,"Oxford","0889-1591","Brain, Behavior, and Immunity",,"24",1,8,"1019",,,,"Neuroscience"
13074,"Orlando, FL","1043-321X","Breast Diseases: A Year Book Quarterly",,"21",1,4,"349",301,,,"Medicine"
04297,"Oxford","1875-9742","British Journal of Medical and Surgical Urology",,"3",1,6,"616",,,,"Medicine"
12726,"Oxford","0266-4356","British Journal of Oral and Maxillofacial Surgery",,"48",1,8,"722",,,,"Dentistry"
00296,"Oxford","0360-1323","Building and Environment",,"45",1,12,"2336",,,,"Engineering, Energy and Technology"
15400,"Paris","0001-4079","Bulletin de L'Academie Nationale de Medecine",,"194",1,9,"369",,,,"Medicine"
15440,"Paris","0030-4565","Bulletin de L'Ordre des Medecins",,"2010",1,6,"62",,,,"Medicine"
09019,"Oxford","0007-4497","Bulletin des Sciences Mathematiques",,"134",1,8,"770",,,,"Mathematics"
03006,"Oxford","0305-4179","Burns",,"36",1,8,"1175",,,,"Medicine"
07402,"Oxford","0007-6813","Business Horizons",,"53",1,6,"421",,,,"Economics, Business and Management"
05323,"Oxford","0341-8162","CATENA",,"80-83",4,12,"1780",,,,"Agricultural and Biological Sciences"
04113,"Oxford","1755-5817","CIRP - Journal of Manufacturing Science and Technology",,"3",1,4,"535",,,,"Engineering, Energy and Technology"
04092,"Oxford","0007-8506","CIRP Annals - Manufacturing Technology",,"59",1,2,"534",,,,"Engineering, Energy and Technology"
13260,"Oxford","1557-7864","CME Supplement to Clinics in Perinatology",,"37",1,4,,,,,"Medicine"
13210,"Oxford","1557-8151","CME Supplement to Emergency Medicine Clinics of North America",,"28",1,4,,,,,"Medicine"
13081,"Oxford","1557-8178","CME Supplement to Magnetic Resonance Imaging Clinics of North America",,"18",1,4,,,,,"Physics and Astronomy"
13234,"Oxford","1557-8143","CME Supplement to Medical Clinics of North America",,"94",1,6,,,,,"Medicine"
13091,"Oxford","1557-8186","CME Supplement to Neuroimaging Clinics of North America",,,,,,,,,"Neuroscience"
13375,"Oxford","1557-816X","CME Supplement to Obstetrics and Gynecology Clinics",,"37",1,4,,,,,"Medicine"
13209,"Oxford","1557-8135","CME Supplement to Pediatric Clinics of North America",,"57",1,6,,,,,"Medicine"
13107,"Oxford","1557-7872","CME Supplement to Radiologic Clinics of North Americs",,,,,,,,,"Medicine"
13415,"Oxford","1559-7814","CME: Pet Clinics",,"5",1,4,,,,,"Pharmacology, Pharmaceutical Science and Toxicology"
13416,"Oxford","1559-7792","CME: Ultrasound Clinics",,"5",1,4,,,,,"Physics and Astronomy"
05498,"Oxford","1875-4570","CVD Prevention and Control",,"5",1,4,"256",,,,"Medicine"
15441,"Paris","0007-9960","Cahiers de Nutrition et de Dietetique",,"45",1,6,"238",,,,"Nursing"
09113,"Paris","0007-9820","Cahiers de la Puericultrice",,"233-242",10,10,"173",,,,"Nursing"
00254,"Oxford","0364-5916","Calphad",,"34",1,4,"1721",,,,"Materials Science"
14036,"Orlando, FL","0846-5371","Canadian Association of Radiologists Journal",,"61",1,5,"231",,,,"Medicine"
08505,"Oxford","0014-4207","Cancer (Section 16 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"159-162",4,32,"7500",,,,"Medicine"
07595,"Orlando, FL - Cell Press","1535-6108","Cancer Cell",,"17-18",2,12,"1227","1,091","1,091",,"Life Sciences"
03022,"Oxford","1877-7821","Cancer Epidemiology",,"34",1,6,"1176",,,,"Medicine"
07618,"Orlando, FL","0165-4608","Cancer Genetics and Cytogenetics",,"196-203",8,16,"4960","4,362",,,"Medicine"
08006,"Oxford","0304-3835","Cancer Letters",,"286-299",14,28,"6891",,,,"Medicine"
09020,"Paris","1278-3218","Cancer Radiotherapie",,"14",1,8,"400",,,,"Medicine"
12645,"Oxford","0305-7372","Cancer Treatment Reviews",,"36",1,8,"593",,,,"Medicine"
02011,"Oxford","0144-8617","Carbohydrate Polymers",,"79-82",4,16,"3782",,,,"Agricultural and Biological Sciences"
02162,"Oxford","0008-6215","Carbohydrate Research",,"345",1,18,"8949",,,,"Chemistry and Chemical Engineering"
00258,"Oxford","0008-6223","Carbon",,"48",1,15,"3857",,,,"Materials Science"
12925,"Orlando, FL","1877-9182","Cardiac Electrophysiology Clinics","New","2",1,4,"299",250,279,,"Medicine"
13203,"Orlando, FL","0733-8651","Cardiology Clinics",,"28",1,4,"517",416,517,,"Medicine"
13347,"Rockville, MD","1544-8800","Cardiology News",,"8",1,12,"173",109,173,,"Medicine"
08506,"Oxford","0014-4223","Cardiovascular Diseases and Cardiovascular Surgery (Section 18 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"118-120",3,24,"5900",,,,"Medicine"
07620,"Orlando, FL","1054-8807","Cardiovascular Pathology",,"19",1,6,"801",704,,,"Medicine"
07641,"Orlando, FL","1553-8389","Cardiovascular Revascularization Medicine",,"11",1,4,"294",258,,,"Medicine"
13418,"Oxford","1526-4114","Caring for the Ages",,"11",1,12,"199",199,199,,"Medicine"
05570,"Oxford","1566-7367","Catalysis Communications",,"11",1,15,"857",,,,"Chemistry and Chemical Engineering"
05143,"Oxford","0920-5861","Catalysis Today",,"149-158",10,40,"5795",,,,"Chemistry and Chemical Engineering"
07590,"Orlando, FL - Cell Press","0092-8674","Cell",,"140-143",4,26,"1532","1,360","1,360",,"Agricultural and Biological Sciences"
12711,"Oxford","0143-4160","Cell Calcium",,"47-48",2,12,"1644",,,,"Life Sciences"
07703,"Oxford","1931-3128","Cell Host & Microbe",,"7-8",2,12,"1227","1,091","1,091",,"Life Sciences"
13368,"Orlando, FL - Cell Press","1550-4131","Cell Metabolism",,"11-12",2,12,"1227","1,091","1,091",,"Life Sciences"
07704,"Oxford","1934-5909","Cell Stem Cell",,"6-7",2,12,"1227","1,091","1,091",,"Life Sciences"
12020,"Oxford","0008-8749","Cellular Immunology",,"263-268",6,12,"4768",,,,"Life Sciences"
07520,"Oxford","0898-6568","Cellular Signalling",,"22",1,12,"2498",,,,"Life Sciences"
02012,"Oxford","0958-9465","Cement and Concrete Composites",,"32",1,10,"1549",,,,"Materials Science"
00352,"Oxford","0008-8846","Cement and Concrete Research",,"40",1,12,"2996",,,,"Materials Science"
02013,"Oxford","0272-8842","Ceramics International",,"36",1,8,"2430",,,,"Materials Science"
,"Oxford","0770-1713","Cerevisia",,,,,,,,,"Agricultural and Biological Sciences"
00967,"Oxford","0960-0779","Chaos, Solitons & Fractals",,"43",1,12,"4701",,,,"Physics and Astronomy"
06002,"Oxford","1385-8947","Chemical Engineering Journal",,"155-164",10,30,"3238",,,,"Chemistry and Chemical Engineering"
06050,"Oxford",,"Chemical Engineering Journal with Biochemical Engineering Journal (Combined Subscription)",,"2010",15,45,"4376",,,,"Chemistry and Chemical Engineering"
08635,"Oxford","0263-8762","Chemical Engineering Research and Design
For subscriptions to Loss Prevention Bulletin and The Chemical Engineer please contact the Institution of Chemical Engineers at journals@icheme.org",,"88",1,12,"1760",,,,"Chemistry and Chemical Engineering"
08637,"Oxford",,"Chemical Engineering Research and Design with Process Safety and Environmental Protection and Food and Bioproducts Processing (Combined Subscription)
For subscriptions to Loss Prevention Bulletin and The Chemical Engineer please contact the Institution of Chemical Engineers at journals@icheme.org",,"2010",3,22,"2913",,,,"Chemistry and Chemical Engineering"
00215,"Oxford","0009-2509","Chemical Engineering Science",,"65",1,24,"6717",,,,"Chemistry and Chemical Engineering"
06001,"Oxford","0255-2701","Chemical Engineering and Processing: Process Intensification",,"49",1,12,"2580",,,,"Chemistry and Chemical Engineering"
05324,"Oxford","0009-2541","Chemical Geology",,"269-279",11,44,"4941",,,,"Earth and Planetary Sciences"
05144,"Oxford","0301-0104","Chemical Physics",,"366-377",12,36,"9428",,,,"Chemistry and Chemical Engineering"
05145,"Oxford","0009-2614","Chemical Physics Letters",,"484-500",17,102,"15659",,,,"Chemistry and Chemical Engineering"
08007,"Oxford","0009-2797","Chemico-Biological Interactions",,"183-188",6,18,"4100",,,,"Pharmacology, Pharmaceutical Science and Toxicology"
10001,"Jena","0009-2819","Chemie der Erde / Geochemistry",,"70",1,4,"520",,,,"Earth and Planetary Sciences"
02215,"Orlando, FL - Cell Press","1074-5521","Chemistry & Biology",,"17",1,12,"1924","1,924","1,924",,"Life Sciences"
08008,"Oxford","0009-3084","Chemistry and Physics of Lipids",,"163",1,8,"3730",,,,"Life Sciences"
05146,"Oxford","0169-7439","Chemometrics and Intelligent Laboratory Systems",,"100-104",5,10,"3103",,,,"Chemistry and Chemical Engineering"
00362,"Oxford","0045-6535","Chemosphere
Also available as part of theEnvironmental Science Package - Option 2",,"78-81",4,44,"6021",,,,"Environmental Sciences"
08507,"Oxford","0014-4193","Chest Diseases, Thoracic Surgery and Tuberculosis (Section 15 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"97-98",2,16,"3900",,,,"Life Sciences"
13413,"Rockville, MD","1558-6200","Chest Physician",,"5",1,12,"199",199,199,,"Medicine"
00586,"Oxford","0145-2134","Child Abuse & Neglect",,"34",1,12,"2073",,,,"Social and Behavioral Sciences"
13292,"Orlando, FL","1056-4993","Child and Adolescent Psychiatric Clinics of North America",,"19",1,4,"466",386,466,,"Medicine"
00556,"Oxford","0190-7409","Children and Youth Services Review",,"32",1,12,"1489",,,,"Social and Behavioral Sciences"
07403,"Oxford","1043-951X","China Economic Review",,"21",1,4,"473",,,,"Economics, Business and Management"
00585,"Oxford","0275-1062","Chinese Astronomy and Astrophysics",,"34",1,4,"1973",,,,"Physics and Astronomy"
00997,"Oxford","1001-8417","Chinese Chemical Letters",,"21",1,12,"1722",,,,"Chemistry and Chemical Engineering"
08595,"Oxford","1000-9361","Chinese Journal of Aeronautics",,"23",1,6,,,,,"Engineering, Energy and Technology"
08572,"Oxford","1872-2040","Chinese Journal of Analytical Chemistry",,"38",1,12,,,,,"Chemistry and Chemical Engineering"
08575,"Oxford","1872-2067","Chinese Journal of Catalysis",,"31",1,12,,,,,"Chemistry and Chemical Engineering"
08553,"Oxford","1004-9541","Chinese Journal of Chemical Engineering",,"18",1,6,"502",,,,"Chemistry and Chemical Engineering"
08667,"Oxford","1875-5364","Chinese Journal of Natural Medicines",,,,,,,,,"Pharmacology, Pharmaceutical Science and Toxicology"
08646,"Oxford","1008-1275","Chinese Journal of Traumatology (English Edition)",,"13",1,6,"283",,,,"Medicine"
08670,"Oxford","1001-9294","Chinese Medical Sciences Journal",,"25",1,4,"203",,,,"Medicine"
09088,"Paris","1297-3203","Chirurgie de la Main",,"29",1,7,"368",,,,"Medicine"
15745,"Oxford","0009-739X","Cirugia Espanola",,"86",1,4,,,,,"Multidiscipline"
03008,"Oxford","0264-2751","Cities",,"27",1,6,"1147",,,,"Social and Behavioral Sciences"
01028,"Oxford",,"Cities with Habitat International (Combined Subscription)",,"2010",2,10,"2544",,,,"Social and Behavioral Sciences"
05635,"Oxford","1877-9166","City, Culture and Society","New","1",1,4,"532",,,,"Social and Behavioral Sciences"
05097,"Oxford","0009-8981","Clinica Chimica Acta",,"411",1,24,"6863",,,,"Life Sciences"
15756,"Oxford","0214-9168","Clinica e Investigacion en Arteriosclerosis",,"22",1,6,,,,,"Multidiscipline"
15748,"Oxford","0210-573X","Clinica e Investigacion en Ginecologia y Obstetricia",,"37",1,6,,,,,"Multidiscipline"
07519,"Oxford","0009-9120","Clinical Biochemistry",,"43",1,18,"984",,,,"Life Sciences"
03009,"Oxford","0268-0033","Clinical Biomechanics",,"25",1,10,"1283",,,,"Medicine"
04054,"Oxford","1479-2354","Clinical Chiropractic",,"13",1,4,"440",,,,"Health Professions"
00569,"Oxford","1098-3597","Clinical Cornerstone
Please order from Excerpta Medica, 685 Route 202/206, Bridgewater, NJ 08807, USA",,"12",1,4,"250.95",243,,,"Medicine"
13412,"Rockville, MD","1558-0164","Clinical Endocrinology News",,"5",1,12,"173",109,173,,"Life Sciences"
13344,"Orlando, FL","1542-3565","Clinical Gastroenterology and Hepatology",,"8",1,12,"520",454,,,"Medicine"
07696,"Orlando, FL","0899-7071","Clinical Imaging",,"34",1,6,"1367","1,207",,,"Medicine"
12021,"Oxford","1521-6616","Clinical Immunology",,"134-137",4,12,"2897",,,,"Life Sciences"
07624,"Orlando, FL","0196-4399","Clinical Microbiology Newsletter",,"32",1,24,"616",585,,,"Life Sciences"
05024,"Oxford","0303-8467","Clinical Neurology and Neurosurgery",,"112",1,10,"891",,,,"Neuroscience"
08065,"Oxford","1388-2457","Clinical Neurophysiology",,"121",1,12,"1271",,,,"Neuroscience"
12713,"Oxford","0261-5614","Clinical Nutrition
For ESPEN members, includes free access to e-SPEN, the European e-Journal of Clinical Nutrition and Metabolism.",,"29",1,6,"1229",,,,"Nursing"
12914,"Oxford","0936-6555","Clinical Oncology",,"22",1,10,"838",,,,"Medicine"
13248,"Orlando, FL","1522-8401","Clinical Pediatric Emergency Medicine",,"11",1,4,"347",263,,,"Medicine"
13194,"Rockville, MD","0270-6644","Clinical Psychiatry News",,"38",1,12,"173",109,173,,"Medicine"
00652,"Oxford","0272-7358","Clinical Psychology Review",,"30",1,8,"1573",,,,"Social and Behavioral Sciences"
12821,"Oxford","0009-9260","Clinical Radiology",,"65",1,12,"974",,,,"Medicine"
13438,"Orlando, FL","1876-1399","Clinical Simulation in Nursing",,"6",1,6,"320",320,,,"Nursing"
07567,,"0149-2918","Clinical Therapeutics
Please order from: http://www.clinicaltherapeutics.com",,"32",1,12,"252",225,,,"Pharmacology, Pharmaceutical Science and Toxicology"
08508,"Oxford","0927-278X","Clinical and Experimental Biochemistry (Section 29 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"165-168",4,40,"8900",,,,"Life Sciences"
08509,"Oxford","0927-2798","Clinical and Experimental Pharmacology (Section 30 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"150-153",4,32,"10600",,,,"Pharmacology, Pharmaceutical Science and Toxicology"
13293,"Orlando, FL","0272-5231","Clinics in Chest Medicine",,"31",1,4,"530",432,530,,"Medicine"
07623,"Orlando, FL","0738-081X","Clinics in Dermatology",,"28",1,6,"957",841,,,"Medicine"
13298,"Orlando, FL","0749-0690","Clinics in Geriatric Medicine",,"26",1,4,"484",388,484,,"Life Sciences"
13230,"Orlando, FL","0272-2712","Clinics in Laboratory Medicine",,"30",1,4,"438",347,438,,"Medicine"
13231,"Orlando, FL","1089-3261","Clinics in Liver Disease",,"14",1,4,"409",340,409,,"Medicine"
13258,"Orlando, FL","0095-5108","Clinics in Perinatology",,"37",1,4,"441",347,441,,"Medicine"
13105,"Orlando, FL","0094-1298","Clinics in Plastic Surgery",,"37",1,4,"644",551,644,,"Medicine"
13036,"Orlando, FL","0891-8422","Clinics in Podiatric Medicine and Surgery",,"27",1,4,"454",367,454,,"Health Professions"
13113,"Orlando, FL","0278-5919","Clinics in Sports Medicine",,"29",1,4,"512",424,512,,"Medicine"
05325,"Oxford","0378-3839","Coastal Engineering",,"57",1,12,"2029",,,,"Engineering, Energy and Technology"
05257,"Oxford","0010-0277","Cognition
Reduced personal subscriptions are available to members of the American Psychological Association, Association for Psychological Science, The Psychonomic Society, The International Neuropsychological Society, Association for Psychological Science, Cognitive Neuroscience Society and the Japanese Cognitive Science Society.Please contact your nearest regional sales office for details.",,"114-117",4,12,"1863",,,,"Neuroscience"
